COMPANY_ID,QUERY,ANSWER,CONTEXT,__index_level_0__
BAJAJHIND_2023_converted.txt_1,What are the deferred tax liabilities of the company?,Deferred Tax Liabilities of the company are 939.55.,"Symbol: BAJAJHIND Company Name: Bajaj Hindusthan Sugar Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 124.45 Total Share Capital: 124.45 Reserves and Surplus: 4,290.30 Total Reserves and Surplus: 4,290.30 Total Shareholders Funds: 4,414.75 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 3,809.03 Deferred Tax Liabilities",2066
PODDARMENT_2023_converted.txt_1,What are the total shareholders' funds of the company?,Total shareholders' funds of the company are 293.71.,Symbol: PODDARMENT Company Name: Poddar Pigments Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 10.61 Total Share Capital: 10.61 Reserves and Surplus: 283.1 Total Reserves and Surplus: 283.1 Total Shareholders Funds: 293.71 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 0 Deferred Tax Liabilities [Net]: 5.94 Other,1653
GRPLTD_2023_converted.txt_2,What are the deferred tax liabilities of the company?,The deferred tax liabilities of the company are 11.59.,Symbol: GRPLTD Company Name: GRP Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 1.33 Total Share Capital: 1.33 Reserves and Surplus: 146.46 Total Reserves and Surplus: 146.46 Total Shareholders Funds: 147.8 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 21.64 Deferred Tax Liabilities [Net]: 11.59 Other Long Term,2245
TERASOFT_2023_converted.txt_4,What is the expenditure in foreign currency of the company?,Expenditure in foreign currency of the company is 0.,"OTHER ADDITIONAL INFORMATION: nan CONTINGENT LIABILITIES, COMMITMENTS: nan Contingent Liabilities: 54.62 CIF VALUE OF IMPORTS: nan Raw Materials: 0 Stores, Spares And Loose Tools: 0 Trade/Other Goods: 0 Capital Goods: 0 EXPENDITURE IN FOREIGN EXCHANGE: nan Expenditure In Foreign Currency: 0 REMITTANCES IN FOREIGN CURRENCIES FOR DIVIDENDS: nan Dividend",4567
PIONEEREMB_2023_converted.txt_2,What are the deferred tax liabilities of the company?,The deferred tax liabilities of the company are 3.37.,"Amortisation Expenses: 8.46 Other Expenses: 68.68 Total Expenses: 296.55 Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax: 3.21 Exceptional Items: 9.12 Profit/Loss Before Tax: 12.33 Tax Expenses-Continued Operations: nan Current Tax: 0.24 Less: MAT Credit Entitlement: 0 Deferred Tax: 3.37 Tax For Earlier Years: 0.02 Total Tax Expenses: 3.63",2417
HUBTOWN_2023_converted.txt_4,What is the total value of assets of the company?,"The total value of assets of the company is 3,521.62.","OtherCurrentAssets: 767.44 Total Current Assets: 2,170.49 Total Assets: 3,521.62 OTHER ADDITIONAL INFORMATION: nan CONTINGENT LIABILITIES, COMMITMENTS: nan Contingent Liabilities: 0 CIF VALUE OF IMPORTS: nan Raw Materials: 0 Stores, Spares And Loose Tools: 0 Trade/Other Goods: 0 Capital Goods: 0 EXPENDITURE IN FOREIGN EXCHANGE: nan Expenditure In Foreign",3466
NELCAST_2023_converted.txt_0,What is the equity share capital of the company?,The equity share capital of the company is 17.4.,Symbol: NELCAST Company Name: Nelcast Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 17.4 Total Share Capital: 17.4 Reserves and Surplus: 451 Total Reserves and Surplus: 451 Total Shareholders Funds: 468.4 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 100.67 Deferred Tax Liabilities [Net]: 44.07 Other Long Term,460
SEPC_2023_converted.txt_1,What is the total reserves and surplus of the company?,The total reserves and surplus of the company is -237.49.,"Symbol: SEPC Company Name: SEPC Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 1,321.53 Total Share Capital: 1,321.53 Reserves and Surplus: -237.49 Total Reserves and Surplus: -237.49 Total Shareholders Funds: 1,084.04 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 266.17 Deferred Tax Liabilities [Net]: 0 Other",1067
DCW_2023_converted.txt_0,What is the equity share capital of the company?,The equity share capital of the company is 59.03.,"Symbol: DCW Company Name: DCW Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 59.03 Total Share Capital: 59.03 Reserves and Surplus: 966.07 Total Reserves and Surplus: 966.07 Total Shareholders Funds: 1,025.10 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 380.66 Deferred Tax Liabilities [Net]: 104.44 Other Long",87
KHAITANLTD_2023_converted.txt_3,What is the total value of assets of the company?,The total value of assets of the company is 71.4.,Liabilities: 45.66 Total Capital And Liabilities: 71.4 ASSETS: nan NON-CURRENT ASSETS: nan Tangible Assets: 46.31 Intangible Assets: 0 Capital Work-In-Progress: 0 Other Assets: 1.71 Fixed Assets: 48.02 Non-Current Investments: 2.46 Deferred Tax Assets [Net]: 0 Long Term Loans And Advances: 0 Other Non-Current Assets: 2.65 Total Non-Current Assets: 53.13,3535
MOLDTECH_2023_converted.txt_2,What are the deferred tax liabilities of the company?,The deferred tax liabilities of the company are 0.14.,"Amortisation Expenses: 4.66 Other Expenses: 14.87 Total Expenses: 96.57 Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax: 38.61 Exceptional Items: 0 Profit/Loss Before Tax: 38.61 Tax Expenses-Continued Operations: nan Current Tax: 9.39 Less: MAT Credit Entitlement: 0 Deferred Tax: 0.14 Tax For Earlier Years: 0 Total Tax Expenses: 9.54 Profit/Loss",2295
BBTC_2023_converted.txt_0,What is the equity share capital of the company?,The equity share capital of the company is 13.96.,Symbol: BBTC Company Name: Bombay Burmah Trading Corporation Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 13.96 Total Share Capital: 13.96 Reserves and Surplus: 191.9 Total Reserves and Surplus: 191.9 Total Shareholders Funds: 205.86 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 195.07 Deferred Tax Liabilities,282
SHARDACROP_2023_converted.txt_0,What is the equity share capital of the company?,The equity share capital of the company is $90.22.,"Symbol: SHARDACROP Company Name: Sharda Cropchem Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 90.22 Total Share Capital: 90.22 Reserves and Surplus: 1,912.02 Total Reserves and Surplus: 1,912.02 Total Shareholders Funds: 2,002.24 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 0 Deferred Tax Liabilities [Net]:",462
BERGEPAINT_2023_converted.txt_0,What is the equity share capital of the company?,The equity share capital of the company is 97.14.,"Symbol: BERGEPAINT Company Name: Berger Paints India Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 97.14 Total Share Capital: 97.14 Reserves and Surplus: 4,198.05 Total Reserves and Surplus: 4,198.05 Total Shareholders Funds: 4,295.19 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 0 Deferred Tax Liabilities [Net]:",212
ORIENTPPR_2023_converted.txt_4,What is the total value of assets of the company?,"The total value of assets of the company is $2,204.20.","Total Current Liabilities: 271.96 Total Capital And Liabilities: 2,204.20 ASSETS: nan NON-CURRENT ASSETS: nan Tangible Assets: 1,488.77 Intangible Assets: 0.14 Capital Work-In-Progress: 71.15 Other Assets: 6.6 Fixed Assets: 1,566.66 Non-Current Investments: 389.66 Deferred Tax Assets [Net]: 0 Long Term Loans And Advances: 0 Other Non-Current Assets:",3953
CIGNITITEC_2023_converted.txt_1,What are the total shareholders' funds of the company?,The total shareholders' funds of the company are 436.74.,Symbol: CIGNITITEC Company Name: Cigniti Technologies Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 27.26 Total Share Capital: 27.26 Reserves and Surplus: 409.49 Total Reserves and Surplus: 409.49 Total Shareholders Funds: 436.74 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 0 Deferred Tax Liabilities [Net]:,1368
HINDUNILVR_2023_converted.txt_0,What is the equity share capital of the company?,The equity share capital of the company is 235.,"Symbol: HINDUNILVR Company Name: Hindustan Unilever Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 235 Total Share Capital: 235 Reserves and Surplus: 49,986.00 Total Reserves and Surplus: 49,986.00 Total Shareholders Funds: 50,221.00 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 0 Deferred Tax Liabilities [Net]:",234
SALASAR_2023_converted.txt_4,What is the total value of assets of the company?,The total value of assets of the company is 910.55.,Current Liabilities: 461.66 Total Capital And Liabilities: 910.55 ASSETS: nan NON-CURRENT ASSETS: nan Tangible Assets: 171.82 Intangible Assets: 0.29 Capital Work-In-Progress: 21.41 Other Assets: 0 Fixed Assets: 193.52 Non-Current Investments: 0.06 Deferred Tax Assets [Net]: 0 Long Term Loans And Advances: 0 Other Non-Current Assets: 18.55 Total Non-Current,3790
SKIPPER_2023_converted.txt_0,What is the equity share capital of the company?,The equity share capital of the company is 10.27.,Symbol: SKIPPER Company Name: Skipper Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 10.27 Total Share Capital: 10.27 Reserves and Surplus: 757.69 Total Reserves and Surplus: 757.69 Total Shareholders Funds: 767.96 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 191.89 Deferred Tax Liabilities [Net]: 44.39 Other,597
ALKEM_2023_converted.txt_3,What is the total value of assets of the company?,"The total value of assets of the company is $12,731.22.","Liabilities: 3,044.83 Total Capital And Liabilities: 12,731.22 ASSETS: nan NON-CURRENT ASSETS: nan Tangible Assets: 2,053.84 Intangible Assets: 0 Capital Work-In-Progress: 0 Other Assets: 0 Fixed Assets: 2,053.84 Non-Current Investments: 2,692.96 Deferred Tax Assets [Net]: 1,084.92 Long Term Loans And Advances: 8.34 Other Non-Current Assets: 118.95",4099
WIPL_2023_converted.txt_4,What is the expenditure in foreign currency of the company?,The expenditure in foreign currency of the company is 0.,"Assets: 76.61 OTHER ADDITIONAL INFORMATION: nan CONTINGENT LIABILITIES, COMMITMENTS: nan Contingent Liabilities: 7.89 CIF VALUE OF IMPORTS: nan Raw Materials: 0 Stores, Spares And Loose Tools: 0 Trade/Other Goods: 0 Capital Goods: 0 EXPENDITURE IN FOREIGN EXCHANGE: nan Expenditure In Foreign Currency: 0 REMITTANCES IN FOREIGN CURRENCIES FOR DIVIDENDS:",4575
MGL_2023_converted.txt_0,What is the equity share capital of the company?,The equity share capital of the company is 98.78.,"Symbol: MGL Company Name: Mahanagar Gas Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 98.78 Total Share Capital: 98.78 Reserves and Surplus: 4,035.44 Total Reserves and Surplus: 4,035.44 Total Shareholders Funds: 4,134.22 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 0 Deferred Tax Liabilities [Net]: 208.6 Other",662
SPIC_2023_converted.txt_5,What is the expenditure in foreign currency of the company?,The expenditure in foreign currency of the company is $45.11.,"Assets: 2,101.80 OTHER ADDITIONAL INFORMATION: nan CONTINGENT LIABILITIES, COMMITMENTS: nan Contingent Liabilities: 271.12 CIF VALUE OF IMPORTS: nan Raw Materials: 0 Stores, Spares And Loose Tools: 0 Trade/Other Goods: 0 Capital Goods: 0 EXPENDITURE IN FOREIGN EXCHANGE: nan Expenditure In Foreign Currency: 45.11 REMITTANCES IN FOREIGN CURRENCIES FOR",4597
MASTEK_2023_converted.txt_4,What is the expenditure in foreign currency of the company?,The expenditure in foreign currency of the company is 1.55.,"ADDITIONAL INFORMATION: nan CONTINGENT LIABILITIES, COMMITMENTS: nan Contingent Liabilities: 379.99 CIF VALUE OF IMPORTS: nan Raw Materials: 0 Stores, Spares And Loose Tools: 0 Trade/Other Goods: 0 Capital Goods: 0 EXPENDITURE IN FOREIGN EXCHANGE: nan Expenditure In Foreign Currency: 1.55 REMITTANCES IN FOREIGN CURRENCIES FOR DIVIDENDS: nan Dividend",4375
BHARATFORG_2023_converted.txt_3,What is the Asset Turnover Ratio of the company?,Asset Turnover Ratio of the company is 0.56.,18.25 Net Profit Margin (%): 13.8 Return on Networth / Equity (%): 13.57 Return on Capital Employed (%): 17.19 Return on Assets (%): 7.36 Total Debt/Equity (X): 0.58 Asset Turnover Ratio (%): 0.56 Liquidity Ratios: nan Current Ratio (X): 1.36 Quick Ratio (X): 1.09 Inventory Turnover Ratio (X): 2.82 Dividend Payout Ratio (NP) (%): 31.17 Dividend Payout,2749
BHARATGEAR_2023_converted.txt_5,What is the expenditure in foreign currency of the company?,Expenditure in foreign currency of the company is 14.6.,"0.51 OtherCurrentAssets: 26.1 Total Current Assets: 255.71 Total Assets: 407.18 OTHER ADDITIONAL INFORMATION: nan CONTINGENT LIABILITIES, COMMITMENTS: nan Contingent Liabilities: 14.55 CIF VALUE OF IMPORTS: nan Raw Materials: 0 Stores, Spares And Loose Tools: 0 Trade/Other Goods: 0 Capital Goods: 0 EXPENDITURE IN FOREIGN EXCHANGE: nan Expenditure In",4339
TI_2023_converted.txt_0,What is the equity share capital of the company?,The equity share capital of the company is 185.34.,Symbol: TI Company Name: Tilaknagar Industries Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 185.34 Total Share Capital: 185.34 Reserves and Surplus: 292.23 Total Reserves and Surplus: 292.23 Total Shareholders Funds: 486.36 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 24.01 Deferred Tax Liabilities [Net]: 0,779
SBIN_2023_converted.txt_3,What is the total value of assets of the company?,"The total value of assets of the company is $5,516,978.53.","Current Liabilities: 397,061.58 Total Capital And Liabilities: 5,516,978.53 ASSETS: nan NON-CURRENT ASSETS: 22,405.00 Tangible Assets: 235,858.00 Intangible Assets: 14.68 Capital Work-In-Progress: nan Other Assets: 12.06 Fixed Assets: 2.62 Non-Current Investments: nan Deferred Tax Assets [Net]: 90,927.78 Long Term Loans And Advances: 2.78 Other Non-Current",3708
HERITGFOOD_2023_converted.txt_2,What is the Asset Turnover Ratio of the company?,The Asset Turnover Ratio of the company is 3.19%.,(%): 2.78 Net Profit Margin (%): 2.05 Return on Networth / Equity (%): 8.94 Return on Capital Employed (%): 11.35 Return on Assets (%): 5.87 Total Debt/Equity (X): 0.17 Asset Turnover Ratio (%): 3.19 Liquidity Ratios: nan Current Ratio (X): 1.44 Quick Ratio (X): 0.24 Inventory Turnover Ratio (X): 9.6 Dividend Payout Ratio (NP) (%): 17.6 Dividend Payout,2944
EMMBI_2023_converted.txt_2,What is the total value of assets of the company?,The total value of assets of the company is 366.3.,"0 OtherCurrentAssets: 16.29 Total Current Assets: 190.85 Total Assets: 366.3 OTHER ADDITIONAL INFORMATION: nan CONTINGENT LIABILITIES, COMMITMENTS: nan Contingent Liabilities: 3.76 CIF VALUE OF IMPORTS: nan Raw Materials: 20.03 Stores, Spares And Loose Tools: 0 Trade/Other Goods: 0 Capital Goods: 0 EXPENDITURE IN FOREIGN EXCHANGE: nan Expenditure In",3598
PIIND_2023_converted.txt_0,What is the equity share capital of the company?,The equity share capital of the company is 15.2.,"Symbol: PIIND Company Name: PI Industries Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 15.2 Total Share Capital: 15.2 Reserves and Surplus: 7,081.60 Total Reserves and Surplus: 7,081.60 Total Shareholders Funds: 7,096.80 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 0 Deferred Tax Liabilities [Net]: 28.7 Other",685
THOMASCOTT_2023_converted.txt_4,What is the expenditure in foreign currency of the company?,The expenditure in foreign currency of the company is 0.76.,"68.1 OTHER ADDITIONAL INFORMATION: nan CONTINGENT LIABILITIES, COMMITMENTS: nan Contingent Liabilities: 0 CIF VALUE OF IMPORTS: nan Raw Materials: 0 Stores, Spares And Loose Tools: 0 Trade/Other Goods: 0 Capital Goods: 0 EXPENDITURE IN FOREIGN EXCHANGE: nan Expenditure In Foreign Currency: 0.76 REMITTANCES IN FOREIGN CURRENCIES FOR DIVIDENDS: nan Dividend",4548
RANEENGINE_2023_converted.txt_2,What are the deferred tax liabilities of the company?,The deferred tax liabilities of the company are -0.11 as per the financial report provided.,"Amortisation Expenses: 19.28 Other Expenses: 122.81 Total Expenses: 492.8 Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax: 6.83 Exceptional Items: -6.67 Profit/Loss Before Tax: 0.16 Tax Expenses-Continued Operations: nan Current Tax: 0.33 Less: MAT Credit Entitlement: 0 Deferred Tax: -0.11 Tax For Earlier Years: 0 Total Tax Expenses: 0.22",2380
MPHASIS_2023_converted.txt_3,What are the deferred tax liabilities of the company?,The deferred tax liabilities of the company are 10.26.,"Expenses: 175.75 Other Expenses: 4,369.82 Total Expenses: 7,661.16 Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax: 1,881.97 Exceptional Items: 0 Profit/Loss Before Tax: 1,881.97 Tax Expenses-Continued Operations: nan Current Tax: 457.84 Less: MAT Credit Entitlement: 0 Deferred Tax: 10.26 Tax For Earlier Years: 0 Total Tax Expenses: 468.1",2310
SIEMENS_2023_converted.txt_2,What are the total shareholders' funds of the company?,"The total shareholders' funds of Siemens Ltd. are 13,024.50.","Symbol: SIEMENS Company Name: Siemens Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 71.2 Total Share Capital: 71.2 Reserves and Surplus: 12,953.30 Total Reserves and Surplus: 12,953.30 Total Shareholders Funds: 13,024.50 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 0 Deferred Tax Liabilities [Net]: 0 Other Long",1850
SIYSIL_2023_converted.txt_4,What is the total value of assets of the company?,"The total value of assets of the company is $1,639.75.","Current Liabilities: 413.08 Total Capital And Liabilities: 1,639.75 ASSETS: nan NON-CURRENT ASSETS: nan Tangible Assets: 463.1 Intangible Assets: 0.41 Capital Work-In-Progress: 5.41 Other Assets: 13.6 Fixed Assets: 482.52 Non-Current Investments: 28.95 Deferred Tax Assets [Net]: 0 Long Term Loans And Advances: 2.2 Other Non-Current Assets: 28.47 Total",4033
RAMCOSYS_2023_converted.txt_2,What are the total shareholders' funds of the company?,Total shareholders' funds of the company are 856.14.,Symbol: RAMCOSYS Company Name: Ramco System Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 35.26 Total Share Capital: 35.26 Reserves and Surplus: 771.99 Total Reserves and Surplus: 771.99 Total Shareholders Funds: 856.14 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 0 Deferred Tax Liabilities [Net]: 0 Other Long,1688
BALMLAWRIE_2023_converted.txt_5,What is the expenditure in foreign currency of the company?,Expenditure in foreign currency of the company is 138.77.,"9.49 OtherCurrentAssets: 317.2 Total Current Assets: 1,338.96 Total Assets: 2,095.03 OTHER ADDITIONAL INFORMATION: nan CONTINGENT LIABILITIES, COMMITMENTS: nan Contingent Liabilities: 260.87 CIF VALUE OF IMPORTS: nan Raw Materials: 6.25 Stores, Spares And Loose Tools: 0 Trade/Other Goods: 0 Capital Goods: 0.04 EXPENDITURE IN FOREIGN EXCHANGE: nan Expenditure",4238
ZOTA_2023_converted.txt_0,What is the equity share capital of the company?,The equity share capital of Zota Health Care Ltd. is 25.16.,Symbol: ZOTA Company Name: Zota Health Care Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 25.16 Total Share Capital: 25.16 Reserves and Surplus: 69.3 Total Reserves and Surplus: 69.3 Total Shareholders Funds: 94.46 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 0 Deferred Tax Liabilities [Net]: 0 Other Long Term,782
RUBYMILLS_2023_converted.txt_0,What is the equity share capital of the company?,The equity share capital of the company is 16.72.,Symbol: RUBYMILLS Company Name: Ruby Mills Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 16.72 Total Share Capital: 16.72 Reserves and Surplus: 542.95 Total Reserves and Surplus: 542.95 Total Shareholders Funds: 559.67 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 207.46 Deferred Tax Liabilities [Net]: 0.51 Other,521
SRF_2023_converted.txt_0,What is the equity share capital of the company?,The equity share capital of the company is 297.44.,"Symbol: SRF Company Name: SRF Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 297.44 Total Share Capital: 297.44 Reserves and Surplus: 8,956.11 Total Reserves and Surplus: 8,956.11 Total Shareholders Funds: 9,253.55 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 1,726.53 Deferred Tax Liabilities [Net]: 749.34 Other",522
CENTEXT_2023_converted.txt_2,What is the Asset Turnover Ratio of the company?,The Asset Turnover Ratio of the company is 2.76%.,(%): 2.32 Net Profit Margin (%): 1.6 Return on Networth / Equity (%): 9.16 Return on Capital Employed (%): 26.05 Return on Assets (%): 4.49 Total Debt/Equity (X): 0.72 Asset Turnover Ratio (%): 2.76 Liquidity Ratios: nan Current Ratio (X): 1.68 Quick Ratio (X): 1.14 Inventory Turnover Ratio (X): 7.68 Dividend Payout Ratio (NP) (%): 0 Dividend Payout,2817
JUBLFOOD_2023_converted.txt_3,What is the total value of assets of the company?,"The total value of assets of the company is 5,250.64.","0 OtherCurrentAssets: 95.27 Total Current Assets: 654.14 Total Assets: 5,250.64 OTHER ADDITIONAL INFORMATION: nan CONTINGENT LIABILITIES, COMMITMENTS: nan Contingent Liabilities: 348.56 CIF VALUE OF IMPORTS: nan Raw Materials: 0 Stores, Spares And Loose Tools: 0 Trade/Other Goods: 0 Capital Goods: 0 EXPENDITURE IN FOREIGN EXCHANGE: nan Expenditure In",3395
GLFL_2023_converted.txt_3,What is the Asset Turnover Ratio of the company?,The Asset Turnover Ratio of the company is 0.0.,(%): 0 Net Profit Margin (%): 0 Return on Networth / Equity (%): -4.37 Return on Capital Employed (%): 3.21 Return on Assets (%): 3.01 Total Debt/Equity (X): -2.36 Asset Turnover Ratio (%): 0.0 Liquidity Ratios: nan Current Ratio (X): 2.21 Quick Ratio (X): 2.21 Inventory Turnover Ratio (X): 0.0 Dividend Payout Ratio (NP) (%): 0 Dividend Payout Ratio,2992
KMSUGAR_2023_converted.txt_4,What is the total value of assets of the company?,The total value of assets of the company is 703.33.,Current Liabilities: 364.51 Total Capital And Liabilities: 703.33 ASSETS: nan NON-CURRENT ASSETS: nan Tangible Assets: 214.39 Intangible Assets: 0.04 Capital Work-In-Progress: 4.53 Other Assets: 0 Fixed Assets: 218.96 Non-Current Investments: 62.96 Deferred Tax Assets [Net]: 0 Long Term Loans And Advances: 9.58 Other Non-Current Assets: 31.1 Total Non-Current,3553
SANDHAR_2023_converted.txt_2,What are the deferred tax liabilities of the company?,The deferred tax liabilities of the company are 2.12.,"Amortisation Expenses: 84.44 Other Expenses: 278.58 Total Expenses: 2,292.77 Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax: 116.99 Exceptional Items: -3.04 Profit/Loss Before Tax: 113.95 Tax Expenses-Continued Operations: nan Current Tax: 32.29 Less: MAT Credit Entitlement: 0 Deferred Tax: -2.12 Tax For Earlier Years: 0 Total Tax Expenses: 30.17",2437
KOTHARIPET_2023_converted.txt_1,What are the total shareholders' funds of the company?,The total shareholders' funds of the company are 192.07.,Symbol: KOTHARIPET Company Name: Kothari Petrochem Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 59.19 Total Share Capital: 59.19 Reserves and Surplus: 132.88 Total Reserves and Surplus: 132.88 Total Shareholders Funds: 192.07 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 15.48 Deferred Tax Liabilities [Net]:,1511
AKZOINDIA_2023_converted.txt_1,What are the total shareholders' funds of the company?,"Total Shareholders Funds: 1,315.60","Symbol: AKZOINDIA Company Name: Akzo Nobel India Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 45.5 Total Share Capital: 45.5 Reserves and Surplus: 1,268.90 Total Reserves and Surplus: 1,270.10 Total Shareholders Funds: 1,315.60 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 0 Deferred Tax Liabilities [Net]: 0",1882
MINDTECK_2023_converted.txt_0,What is the equity share capital of the company?,The equity share capital of the company is 25.27.,Symbol: MINDTECK Company Name: Mindteck (India) Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 25.27 Total Share Capital: 25.27 Reserves and Surplus: 119.22 Total Reserves and Surplus: 119.22 Total Shareholders Funds: 145.55 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 0 Deferred Tax Liabilities [Net]: 0 Other,651
ANDHRSUGAR_2023_converted.txt_3,What are the deferred tax liabilities of the company?,The deferred tax liabilities of the company are 0.,"Amortisation Expenses: 60.89 Other Expenses: 557.59 Total Expenses: 1,235.72 Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax: 244.34 Exceptional Items: -11.04 Profit/Loss Before Tax: 233.3 Tax Expenses-Continued Operations: nan Current Tax: 59.25 Less: MAT Credit Entitlement: 0 Deferred Tax: 0 Tax For Earlier Years: 0 Total Tax Expenses: 59.25",2662
CENTURYTEX_2023_converted.txt_0,What is the equity share capital of the company?,The equity share capital of the company is 111.69.,"Symbol: CENTURYTEX Company Name: Century Textiles and Industries Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 111.69 Total Share Capital: 111.69 Reserves and Surplus: 4,072.85 Total Reserves and Surplus: 4,072.85 Total Shareholders Funds: 4,184.54 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 399.09 Deferred",369
MOTHERSON_2023_converted.txt_2,What are the deferred tax liabilities of the company?,The deferred tax liabilities of the company are -26.6.,"Amortisation Expenses: 231.3 Other Expenses: 1,113.00 Total Expenses: 6,911.40 Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax: 909.2 Exceptional Items: 0 Profit/Loss Before Tax: 909.2 Tax Expenses-Continued Operations: nan Current Tax: 162.3 Less: MAT Credit Entitlement: 0 Deferred Tax: -26.6 Tax For Earlier Years: 0 Total Tax Expenses: 135.7",2287
CORDSCABLE_2023_converted.txt_0,What is the equity share capital of the company?,The equity share capital of the company is 12.93.,Symbol: CORDSCABLE Company Name: Cords Cable Industries Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 12.93 Total Share Capital: 12.93 Reserves and Surplus: 146.28 Total Reserves and Surplus: 146.28 Total Shareholders Funds: 159.21 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 19.59 Deferred Tax Liabilities [Net]:,118
FEDERALBNK_2023_converted.txt_4,What is the Asset Turnover Ratio of the company?,4.05,"2,862,235,594.83 Return on Networth / Equity (%): nan Return on Capital Employed (%): 1.88 Return on Assets (%): 32.86 Total Debt/Equity (X): 17.91 Asset Turnover Ratio (%): 4.05 Liquidity Ratios: 1.15 Current Ratio (X): 14 Quick Ratio (X): 2.77 Inventory Turnover Ratio (X): 34.24 Dividend Payout Ratio (NP) (%): 6.45 Dividend Payout Ratio (CP) (%):",2857
